n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
150,716,0.5,0.6,14,79,False,ConstantRate,barabasi,1,0,150
150,719,0.5,0.6,14,96,False,ConstantRate,barabasi,1,0,150
150,723,0.5,0.6,13,91,False,ConstantRate,barabasi,1,0,150
150,722,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
150,722,0.5,0.6,13,105,False,ConstantRate,barabasi,1,0,150
150,724,0.5,0.6,15,94,False,ConstantRate,barabasi,1,0,150
150,724,0.5,0.6,13,86,False,ConstantRate,barabasi,1,0,150
150,723,0.5,0.6,13,91,False,ConstantRate,barabasi,1,0,150
150,719,0.5,0.6,14,85,False,ConstantRate,barabasi,1,0,150
150,713,0.5,0.6,14,81,False,ConstantRate,barabasi,1,0,150
150,718,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,724,0.5,0.6,14,94,False,ConstantRate,barabasi,1,0,150
150,724,0.5,0.6,13,83,False,ConstantRate,barabasi,1,0,150
150,720,0.5,0.6,15,87,False,ConstantRate,barabasi,1,0,150
150,722,0.5,0.6,14,93,False,ConstantRate,barabasi,1,0,150
150,721,0.5,0.6,13,100,False,ConstantRate,barabasi,1,0,150
150,728,0.5,0.6,14,100,False,ConstantRate,barabasi,1,0,150
150,722,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,150
150,718,0.5,0.6,13,99,False,ConstantRate,barabasi,1,0,150
150,727,0.5,0.6,14,88,False,ConstantRate,barabasi,1,0,150
150,719,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,725,0.5,0.6,13,99,False,ConstantRate,barabasi,1,0,150
150,719,0.5,0.6,14,83,False,ConstantRate,barabasi,1,0,150
150,722,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,150
150,728,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,717,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
150,726,0.5,0.6,13,88,False,ConstantRate,barabasi,1,0,150
150,720,0.5,0.6,14,94,False,ConstantRate,barabasi,1,0,150
150,726,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,725,0.5,0.6,15,84,False,ConstantRate,barabasi,1,0,150
150,727,0.5,0.6,15,100,False,ConstantRate,barabasi,1,0,150
150,730,0.5,0.6,14,87,False,ConstantRate,barabasi,1,0,150
150,723,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,721,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
150,720,0.5,0.6,14,84,False,ConstantRate,barabasi,1,0,150
150,719,0.5,0.6,13,102,False,ConstantRate,barabasi,1,0,149
150,720,0.5,0.6,13,86,False,ConstantRate,barabasi,1,0,150
170,819,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,13,117,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,13,100,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,102,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,13,97,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,13,102,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,105,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,86,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,13,102,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,170
170,829,0.5,0.6,13,106,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,170
170,829,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,14,88,False,ConstantRate,barabasi,1,0,170
170,817,0.5,0.6,15,109,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,13,93,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,13,100,False,ConstantRate,barabasi,1,0,170
170,816,0.5,0.6,13,113,False,ConstantRate,barabasi,1,0,169
170,822,0.5,0.6,15,104,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,96,False,ConstantRate,barabasi,1,0,170
170,820,0.5,0.6,15,92,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,820,0.5,0.6,15,112,False,ConstantRate,barabasi,1,0,170
170,825,0.5,0.6,15,111,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,13,105,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,13,118,False,ConstantRate,barabasi,1,0,170
170,817,0.5,0.6,15,90,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,102,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,13,94,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,13,107,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,14,95,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,13,108,False,ConstantRate,barabasi,1,0,170
170,825,0.5,0.6,13,90,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,13,90,False,ConstantRate,barabasi,1,0,170
170,812,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,169
170,821,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,170
170,815,0.5,0.6,14,101,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,13,104,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,102,False,ConstantRate,barabasi,1,0,170
170,816,0.5,0.6,14,104,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,14,101,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,15,105,False,ConstantRate,barabasi,1,0,170
170,829,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,14,101,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,94,False,ConstantRate,barabasi,1,0,170
170,816,0.5,0.6,14,105,False,ConstantRate,barabasi,1,0,170
170,819,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,13,109,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,13,110,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,819,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,170
170,813,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,14,96,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,14,104,False,ConstantRate,barabasi,1,0,170
170,824,0.5,0.6,13,94,False,ConstantRate,barabasi,1,0,170
170,820,0.5,0.6,14,101,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,13,99,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,818,0.5,0.6,14,94,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,13,113,False,ConstantRate,barabasi,1,0,170
170,819,0.5,0.6,14,97,False,ConstantRate,barabasi,1,0,170
170,825,0.5,0.6,14,104,False,ConstantRate,barabasi,1,0,170
170,819,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,822,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,170
170,828,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,170
170,817,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,13,108,False,ConstantRate,barabasi,1,0,170
170,820,0.5,0.6,15,98,False,ConstantRate,barabasi,1,0,170
170,826,0.5,0.6,14,91,False,ConstantRate,barabasi,1,0,170
170,825,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,170
170,827,0.5,0.6,14,96,False,ConstantRate,barabasi,1,0,170
170,830,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,170
170,823,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,170
170,821,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,170
170,820,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,170
170,819,0.5,0.6,15,100,False,ConstantRate,barabasi,1,0,169
170,820,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,170
190,919,0.5,0.6,14,103,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,15,118,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,13,121,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,111,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,15,113,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,13,118,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,15,114,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,15,105,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,13,116,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,133,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,14,111,False,ConstantRate,barabasi,1,0,190
190,929,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,929,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,15,110,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,917,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,13,112,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,14,100,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,916,0.5,0.6,14,125,False,ConstantRate,barabasi,1,0,189
190,922,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,15,110,False,ConstantRate,barabasi,1,0,190
190,920,0.5,0.6,15,112,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,190
190,920,0.5,0.6,13,113,False,ConstantRate,barabasi,1,0,190
190,925,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,190
190,917,0.5,0.6,14,113,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,119,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,14,131,False,ConstantRate,barabasi,1,0,190
190,925,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,13,108,False,ConstantRate,barabasi,1,0,190
190,912,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,189
190,921,0.5,0.6,14,111,False,ConstantRate,barabasi,1,0,190
190,915,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,13,111,False,ConstantRate,barabasi,1,0,190
190,916,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,13,104,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,15,113,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,15,122,False,ConstantRate,barabasi,1,0,190
190,929,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,15,115,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,94,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,190
190,916,0.5,0.6,14,97,False,ConstantRate,barabasi,1,0,190
190,919,0.5,0.6,13,115,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,13,117,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,13,115,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,13,118,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,190
190,919,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,190
190,913,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,14,106,False,ConstantRate,barabasi,1,0,190
190,924,0.5,0.6,15,101,False,ConstantRate,barabasi,1,0,190
190,920,0.5,0.6,13,106,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,13,119,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,190
190,918,0.5,0.6,15,93,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,190
190,919,0.5,0.6,15,112,False,ConstantRate,barabasi,1,0,190
190,925,0.5,0.6,13,125,False,ConstantRate,barabasi,1,0,190
190,919,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,922,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,190
190,928,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,190
190,917,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,190
190,920,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,190
190,926,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,190
190,925,0.5,0.6,14,98,False,ConstantRate,barabasi,1,0,190
190,927,0.5,0.6,14,123,False,ConstantRate,barabasi,1,0,190
190,930,0.5,0.6,14,113,False,ConstantRate,barabasi,1,0,190
190,923,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,190
190,921,0.5,0.6,13,117,False,ConstantRate,barabasi,1,0,190
190,920,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,190
190,919,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,189
190,920,0.5,0.6,15,121,False,ConstantRate,barabasi,1,0,190
200,969,0.5,0.6,14,113,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,15,129,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,124,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,13,114,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,14,134,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,125,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,13,124,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,124,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,14,124,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,131,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,14,119,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,15,108,False,ConstantRate,barabasi,1,0,200
200,979,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,200
200,979,0.5,0.6,14,124,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,14,123,False,ConstantRate,barabasi,1,0,200
200,967,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,132,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,110,False,ConstantRate,barabasi,1,0,200
200,966,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,199
200,972,0.5,0.6,13,131,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,15,116,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,16,133,False,ConstantRate,barabasi,1,0,200
200,970,0.5,0.6,15,100,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,15,116,False,ConstantRate,barabasi,1,0,200
200,970,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,200
200,975,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,13,116,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,130,False,ConstantRate,barabasi,1,0,200
200,967,0.5,0.6,14,125,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,15,113,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,107,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,200
200,975,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,14,135,False,ConstantRate,barabasi,1,0,200
200,962,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,199
200,971,0.5,0.6,13,132,False,ConstantRate,barabasi,1,0,200
200,965,0.5,0.6,15,122,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,16,113,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,16,125,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,15,135,False,ConstantRate,barabasi,1,0,200
200,966,0.5,0.6,15,121,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,14,128,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,14,129,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,130,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,13,125,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,200
200,979,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,15,117,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,14,134,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,966,0.5,0.6,14,130,False,ConstantRate,barabasi,1,0,200
200,969,0.5,0.6,13,126,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,13,127,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,127,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,13,125,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,125,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,969,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,200
200,963,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,14,131,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,200
200,974,0.5,0.6,14,116,False,ConstantRate,barabasi,1,0,200
200,970,0.5,0.6,15,118,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,114,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,15,118,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,14,117,False,ConstantRate,barabasi,1,0,200
200,968,0.5,0.6,14,115,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,16,126,False,ConstantRate,barabasi,1,0,200
200,969,0.5,0.6,14,118,False,ConstantRate,barabasi,1,0,200
200,975,0.5,0.6,14,126,False,ConstantRate,barabasi,1,0,200
200,969,0.5,0.6,14,108,False,ConstantRate,barabasi,1,0,200
200,972,0.5,0.6,15,133,False,ConstantRate,barabasi,1,0,200
200,978,0.5,0.6,13,116,False,ConstantRate,barabasi,1,0,200
200,967,0.5,0.6,14,120,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,14,122,False,ConstantRate,barabasi,1,0,200
200,970,0.5,0.6,14,113,False,ConstantRate,barabasi,1,0,200
200,976,0.5,0.6,15,120,False,ConstantRate,barabasi,1,0,200
200,975,0.5,0.6,14,121,False,ConstantRate,barabasi,1,0,200
200,977,0.5,0.6,14,127,False,ConstantRate,barabasi,1,0,200
200,980,0.5,0.6,15,118,False,ConstantRate,barabasi,1,0,200
200,973,0.5,0.6,14,132,False,ConstantRate,barabasi,1,0,200
200,971,0.5,0.6,14,130,False,ConstantRate,barabasi,1,0,200
200,970,0.5,0.6,15,118,False,ConstantRate,barabasi,1,0,200
200,969,0.5,0.6,14,112,False,ConstantRate,barabasi,1,0,199
200,970,0.5,0.6,14,125,False,ConstantRate,barabasi,1,0,200
30,119,0.5,0.6,12,22,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,15,17,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,14,19,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,19,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,21,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,12,13,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,13,11,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,12,22,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,24,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,11,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,129,0.5,0.6,12,14,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,12,17,False,ConstantRate,random,1,0,30
30,129,0.5,0.6,14,20,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,14,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,117,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,14,16,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,116,0.5,0.6,15,21,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,15,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,12,18,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,117,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,23,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,19,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,12,18,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,21,False,ConstantRate,random,1,0,30
30,112,0.5,0.6,12,18,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,14,False,ConstantRate,random,1,0,30
30,115,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,12,22,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,116,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
